authorDisplayName,videoId,textDisplay,likeCount,publishedAt,totalReplyCount
@vinhphuc8774,Z1D26z9l8y8,h,0,2024-11-02T22:58:31Z,0
@CaoKha-NKK,Z1D26z9l8y8,"Vì thương nên mới đợi.
Chứ đâu ai muốn chờ đợi mãi một người từ ngày này qua ngày khác đâu.",1,2024-11-02T18:59:42Z,0
@phuongthaobbi,Z1D26z9l8y8,huhu hay quá ạ!!!,1,2024-11-02T13:02:16Z,0
@HoangAnhNguyen-bn6ms,Z1D26z9l8y8,nhẩm nghĩ giống bài ost anime nào... 1 hồi thì thấy giống Sword Art Online,0,2024-11-02T11:55:13Z,0
@nguyentienthinh1115,Z1D26z9l8y8,tôi đã khóc rất nhiều khi nghe bài này :(,1,2024-11-02T11:30:53Z,0
@omaicaa,Z1D26z9l8y8,🫰🫰🫰,0,2024-11-02T11:22:32Z,0
@kiendo208,Z1D26z9l8y8,Hay quá ❤❤❤,1,2024-11-02T10:45:01Z,0
@vandinh77,Z1D26z9l8y8,MELODY HAY MÀ ỒN QUÁ,0,2024-11-02T09:42:59Z,0
@quattomelon06,Z1D26z9l8y8,"Nhạc hay tựa OST của bộ phim ""Your Name"", ""Weathering with you"", cảm giác buồn buồn, tiếc nuối,… cùng với những cảm xúc dâng trào trong lòng, thật khó để diễn tả...",0,2024-11-02T09:10:47Z,0
@phogiapgiap,Z1D26z9l8y8,so good,0,2024-11-02T07:55:35Z,0
@ThanhVo-nk6pf,Z1D26z9l8y8,hay qua. nghe that nhe nhang va lac quan,0,2024-11-02T04:45:58Z,0
@vinhphuc8774,Z1D26z9l8y8,y,0,2024-11-01T23:02:12Z,0
@peoo552,Z1D26z9l8y8,Hay ơi là hay á❤,0,2024-11-01T17:35:02Z,0
@khiemtonguc7507,Z1D26z9l8y8,Sao bài này nghe cứ giống bài tada koe hitosu,0,2024-11-01T17:10:53Z,0
@npbk1512,Z1D26z9l8y8,"7,5/10",0,2024-11-01T17:01:38Z,0
@tiennuxinhdep2410,Z1D26z9l8y8,bài này hay lắm. Em yêu mấy anh,0,2024-11-01T16:26:59Z,0
@haison926,Z1D26z9l8y8,DA LAB ko bao h làm t thất vọng,0,2024-11-01T15:59:30Z,0
@snow0328,Z1D26z9l8y8,bản nhạc việt đầu tiên tôi phải đi kiếm bản tiếng nhật để nghe sau khi nghe xong bản chỉnh. Đỉnh lắm nhóm ạ,0,2024-11-01T13:49:31Z,0
@thuchiennguyen6433,Z1D26z9l8y8,thichhhh bai nayyy dien luon,0,2024-11-01T11:44:36Z,0
@namtrannguyen261,Z1D26z9l8y8,Nghe mà muốn khóc :((( Chúng ta giờ đã có hạnh phúc của riêng mình,1,2024-11-01T11:01:06Z,0
@annguyengia5092,Z1D26z9l8y8,"Bài hát thật sự rất hay, không buồn, cũng không vui, cảm giác 2 người đều đồng ý rằng giờ chúng ta đã ở 2 thế giới khác nhau. Chúng ta có duyên đồng hành cùng nhau trên 1 chặng đường, tiếc là không thể đến đích hạnh phúc nhưng giờ ngẫm lại thấy lựa chọn rời xa ngày đó là điều chính xác. Mình cũng có câu chuyện vậy, tuy dù mình và bạn đó tìm hiểu quen nhau không quá lâu nhưng những mâu thuẫn, không giải quyết được, 2 người nhưng 2 thế giới riêng biệt. Ngày hôm nay là ngày mình và bạn ấy nói lời chấm dứt, buồn chớ, mình không muốn chấm dứt, đều bạn đó đã muốn chấm dứt bởi tụi mình ở 2 thế giới khác nhau. Chúc bạn đó sẽ thành công hạnh phúc và sẽ có chàng trai nào đó sẽ chăm sóc quan tâm bạn ấy, làm được những điều mà bản thân mình chưa thể làm được. Bài hát rất hay, rất hợp tâm trạng lúc này. Comment nãy sẽ lưu giữ kỷ niệm của mình. Cảm ơn Dalab vì 1 bài hát đã chạm đến trái tim mình ❤. Dalab là thanh xuân của mình, mong sắp tới sẽ ra thêm nhiều bài hát hay hơn nữa 🎉.",2,2024-11-01T09:59:40Z,0
@Themourenct,Z1D26z9l8y8,1/11/2024 đã quay lại. Bắt đầu lại thui ạ dù gì cũng 7 năm rùi,0,2024-11-01T09:44:24Z,0
@麗雪-l7n,Z1D26z9l8y8,"Ngày ấy bầu trời xanh lắm,bởi vì chúng ta còn trẻ và ước mơ cũng nhiều bầu trời xanh thì có  buổi sáng còn những vì sao thì ban đêm xuất hiện dù có là bầu trời hay vì sao thì chúng cũng đều tỏa sáng theo cách bản thân mk❤",3,2024-11-01T09:17:12Z,0
@HoàngtrươngUET,Z1D26z9l8y8,nghe giai điệu của chorus tui liên tưởng đến pokemon,1,2024-11-01T09:12:23Z,0
@meomun4599,Z1D26z9l8y8,Bài này tăng trưởng view thấy sai sai.nghe bắt tai như này mà từng đấy view là hơi bất hợp lí nha.phải gấp đôi gấp ba,1,2024-10-31T23:12:12Z,0
@vinhphuc8774,Z1D26z9l8y8,s,0,2024-10-31T22:50:39Z,0
@cattien2500,Z1D26z9l8y8,"Bài hát ra đúng lúc mình vs ny chia tay,nh lúc đó mình k dám nghe,mình k có can đảm,mình đã thật sự nghĩ b đã là ng cuối cùng của mình ng mình chọn là ng cùng đi hết quãng đường nh không,h cả hai đường ai nấy đi r nh mình vẫn k tin,mình stress và buồn cho đến hiện tại,bạn bè vs những ng biết mqh của hai đứa ,ng t cũng động viên mình rất nhiều bảo mình quên nh mình k thể quên đc,nếu thật sự mà 1 ngày b có "" bầu trời mới"" t mong b cũng hp nh chắc lúc đó t kiếm chỗ nào mà trốn vì t k thể chịu đc cảnh đó,biết rằng nỗi buồn nào cũng qua nh h chắc nó sẽ để lại trong tim t 1 vết sẹo r,mong mưa mau tạnh để bầu trời trong xanh",0,2024-10-31T19:25:14Z,0
@nguyentuyetlinh,Z1D26z9l8y8,Ừ thì chia tay kể từ hôm nay..,0,2024-10-31T16:52:04Z,0
@DuyPham-ih7ci,Z1D26z9l8y8,nghe đi nghe lại 3 ngày rùi :(( suy ngang,0,2024-10-31T14:25:56Z,0
@Minhlamhet,Z1D26z9l8y8,"0:51 bạn nữ răng khểnh bên cạnh nữ chính, phía trái màn ảnh xinh quá",0,2024-10-31T14:21:55Z,0
@kalimbaVietNam,Z1D26z9l8y8,hay quá❤,0,2024-10-31T12:39:21Z,0
@8-hieulam376,Z1D26z9l8y8,hhh,0,2024-10-31T12:13:32Z,0
@toannguyenk5,Z1D26z9l8y8,hay quá ạ 😍😍,0,2024-10-31T11:35:39Z,0
@18xuankhanhh87,Z1D26z9l8y8,hay vãi cả l huhhu,1,2024-10-31T09:54:41Z,0
@Trilv15,Z1D26z9l8y8,Điều quý giá nhất là tui đã gặp được bà đó NTYN. Mình đã cùng nhau tạo ra một khoảng thời gian có đầy đủ thứ cung bậc cảm xúc của tình yêu tuổi trẻ. Mong rằng bầu trời mới của bà chính là bầu trời xứng đáng với bà,0,2024-10-31T09:53:44Z,0
@duonganh3358,Z1D26z9l8y8,hay quá,1,2024-10-31T09:50:43Z,0
@ucTran-gi9yz,Z1D26z9l8y8,Bau troi nao co the thay the duoc em? 8 20 0 13,1,2024-10-31T07:37:24Z,0
@quckknah.x,Z1D26z9l8y8,.,1,2024-10-31T05:42:16Z,0
@AnhDoo1501,Z1D26z9l8y8,❤️‍🩹,1,2024-10-31T05:22:43Z,0
@EriK1997HN,Z1D26z9l8y8,Sao bài này k bị trừ wieu vậy 😮😮😮😮,0,2024-10-31T02:28:59Z,0
@anhbinhbia1233,Z1D26z9l8y8,Nữ chính makeup xinh quá,1,2024-10-31T00:44:25Z,0
@DuyHoang-il7kk,Z1D26z9l8y8,"bạn tôi giới thiệu bài nay cho tôi nghe
toi thấy nhạc nhẽo như con cac, nội dung phi lý khoa học viễn tưởng",0,2024-10-30T21:02:41Z,1
@khanhletran1807,Z1D26z9l8y8,NHẠC DA LAB LÚC NÀO CŨNG TRÀN ĐẦY NĂNG LƯỢNG TÍCH CỰC.,0,2024-10-30T16:17:27Z,0
@khanhtq4525,Z1D26z9l8y8,Quá hay và ý nghĩa,0,2024-10-30T15:40:57Z,0
@VietHoang-ii4sc,Z1D26z9l8y8,1:47,0,2024-10-30T15:37:54Z,0
@HảiĐặng-t5s,Z1D26z9l8y8,Ngô trúc linh xinh thẬt,0,2024-10-30T15:07:48Z,0
@duatxx,Z1D26z9l8y8,Vỡ,0,2024-10-30T13:52:07Z,0
@nguyenucduongle2557,Z1D26z9l8y8,,0,2024-10-30T13:37:54Z,0
@khthwz,Z1D26z9l8y8,Mongg Da Lab đạt đc nút vàng nhóoo❤️,0,2024-10-30T12:42:52Z,0
@highbarmetallist,Z1D26z9l8y8,"giống bài ngại ngùng của hương tràm , i chang luôn !!!",1,2024-10-30T12:42:14Z,0
@zacharyleonard1484,Z1D26z9l8y8,nhạc hay MV như phưn. Bao giờ cái đội ngũ sản xuất ở VN bỏ cái kiểu quay và kịch bản như này và mạnh dạn làm những cái nhiều năng lượng hơn. Cho phù hợp với cái bài này.,1,2024-10-30T11:38:07Z,0
@phuocle2365,Z1D26z9l8y8,"Em giờ đã có bầu trời mới, mọi chuyện sẽ qua thôi",0,2024-10-30T11:27:39Z,0
@Boxpeoplez,Z1D26z9l8y8,<3   :((,0,2024-10-30T09:46:43Z,0
@lengochoang8386,Z1D26z9l8y8,hay quá ạ,1,2024-10-30T08:58:14Z,0
@14.tranuchoang67,Z1D26z9l8y8,"đỉnh thật sự luôn, bầu trời mới hợp với những khoảnh khắc tiếc nuối, kỉ niệm, cảm hứng, mặc dù nhịp điệu vui tươi nhưng dùng để suy hợp hơn nha kk",0,2024-10-30T05:30:31Z,0
@meniris4254,Z1D26z9l8y8,2 câu cuối có ý nghĩa gì v ạ,0,2024-10-30T03:12:41Z,0
@khahvivy,Z1D26z9l8y8,hay lắm lunnn,0,2024-10-29T22:48:52Z,0
@BinhPrincess,Z1D26z9l8y8,"Nghe nhạc xong muốn khóc ghê, nhạc DaLab lúc nào cũng làm cho mình nhiều cảm xúc 😢😢❤❤",0,2024-10-29T21:29:49Z,0
@phuongtrieu5368,Z1D26z9l8y8,"view từ hôm qua đến hôm nay tăng vùn vụt, xin chúc mừng các chú, nhóm nhạc top 2 lòng iem :>",2,2024-10-29T17:27:50Z,0
@hunghung5547,Z1D26z9l8y8,lời bài hát thì suy thế nhưng màu âm cảnh lại đẹp hữu tình miêu tả một chuyện tình đẹp cũng như kết thúc và khởi đầu của một câu chuyện mới một cái kết mở tràn đầy năng lượng tích cực cho tôi 10/10 yolooooo,0,2024-10-29T15:19:50Z,0
@hunghung5547,Z1D26z9l8y8,lời bài hát thì suy thế nhưng màu âm cảnh lại đẹp hữu tình miêu tả một chuyện tình đẹp cũng như kết thúc và khởi đầu của một câu chuyện mới một cái kết mở tràn đầy năng lượng tích cực cho tôi 10/10 yolooooo,0,2024-10-29T15:19:44Z,0
@benbem6537,Z1D26z9l8y8,2:42 rap zô ấn tượng thế trời. Nhạc vs nghệ sĩ như hợp nhất,0,2024-10-29T14:53:43Z,0
@minhhieubo,Z1D26z9l8y8,:>,0,2024-10-29T13:52:02Z,0
@MinhquanLe-or2zx,Z1D26z9l8y8,nghe giống nhạc anime quó:)),0,2024-10-29T13:03:35Z,0
@phimfull5961,Z1D26z9l8y8,Bài này giống ăn cắp beat bên Nhật vậy,0,2024-10-29T12:51:00Z,0
@tmtranbaotmnguyen1203,Z1D26z9l8y8,1:48,0,2024-10-29T12:31:01Z,0
@lamonthemove,Z1D26z9l8y8,Không hiểu bài này có gì hay mà toi nghe đi nghe lại 3 tuần rồi vẫn chưa tìm ra điểm hay =))),0,2024-10-29T12:27:29Z,0
@NgânDương-n2k,Z1D26z9l8y8,🤍,0,2024-10-29T10:50:18Z,0
@nhungpham6054,Z1D26z9l8y8,❤❤❤,0,2024-10-29T09:52:07Z,0
@leetieulong369,Z1D26z9l8y8,"giai điệu như bản nhạc của 1 bộ phim anime, hay thật",0,2024-10-29T09:01:43Z,0
@ĐìnhĐứcĐặng-j7o,Z1D26z9l8y8,Bài này giai điệu như nhạc phim anime ấy nhỉ 😳 bác nào chế cái AMV thì hết nước chấm,0,2024-10-29T06:37:00Z,0
@tienthuy6388,Z1D26z9l8y8,.,0,2024-10-29T06:00:02Z,0
@motchonbinhyen.ballad,Z1D26z9l8y8,"Nhạc hay tựa OST của 1 bộ phim anime á, cảm giác buồn buồn, tiếc nuối,…nhưng mà cuốn, bài này sẽ cùng tui chill trong thời gian tới đây",928,2024-10-29T04:12:29Z,42
@vinhphuc8774,Z1D26z9l8y8,h,0,2024-10-28T22:45:05Z,0
@QuyPhan-j2o,Z1D26z9l8y8,Bị dính ❤,0,2024-10-28T21:29:49Z,0
@MarshSupilami,Z1D26z9l8y8,Nhờ anh độ rì ác sừn nên gé coi MV :v,0,2024-10-28T17:10:44Z,2
@QuânHiền-j2e,Z1D26z9l8y8,"Bài hát ra đời đúng thời điểm 2 chúng tôi chính thức bước vào giảng đường đại học, 2 người- 2 thành phố và 2 bầu trời mới,... tuy rằng chúng mình chỉ có 1 người đơn phương, chỉ dừng ở mức bạn bè,  mình nghe bài này rất nhiều vì nó đã chạm sâu đến trái tim mình, có lẽ mình sắp move on thành công rồi, chúc phúc cho hành trình mới của cậu ấy thật nhiều nhưng mình mong chúng mình sẽ mãi mãi nhớ về bầu trời năm ấy, dù bây h đã ở 2 khoảng trời khác nhau nhưng hi vọng chúng mình sẽ không quên cả hai đã từng chung một bầu trời đẹp như thế",0,2024-10-28T16:45:09Z,0
@quyynha,Z1D26z9l8y8,Đoạn bridge với điệp khúc cuối hay quá 3:25,5,2024-10-28T16:10:20Z,0
@kimnganle8245,Z1D26z9l8y8,"Mình đã nghe bài nhạc này từ lúc phát hành trên các nền tảng, nhưng thực sự hôm nay mới đọc hết lyrics của bài. Cảm xúc vui buồn lẫn lộn, Bầu trời mới như một lời động viên nhẹ nhàng, mình hiểu ra, trong tình yêu điều quan trọng chính là quá trình, khi ta yêu nhau, trân trọng nhau thì chính là hạnh phúc. Sẽ chẳng có đích đến nào của tình yêu, vì chính sự hạnh phúc đã tự tìm đến bên cạnh mỗi người. Mong rằng, mọi chuyện sẽ qua và trái tim ngày càng mạnh mẽ hơn, nhưng vẫn giữ được ngọn lửa tình yêu mảnh liệt bên trong trái tim tươi trẻ. Chúc mình và bạn, đều hạnh phúc.",0,2024-10-28T15:42:36Z,0
@ThịDiệuLinhNguyễn-i3p,Z1D26z9l8y8,chị nữ chính MV có nét giống chị Trịnh Hà Vy Schanel nhỉ,0,2024-10-28T15:36:13Z,0
@nqlia,Z1D26z9l8y8,nhạc dalab chữa lành vai 😭,0,2024-10-28T15:29:25Z,0
@tranghuyen10,Z1D26z9l8y8,hay j đâu á,1,2024-10-28T14:59:23Z,0
@martinalopez3503,Z1D26z9l8y8,dung tan ra nhe a huhuhu em thich nhac của cac anh lam,0,2024-10-28T14:44:52Z,0
@vinhphuc8774,Z1D26z9l8y8,s,0,2024-10-28T14:12:55Z,0
@lweyr,Z1D26z9l8y8,TÔI YÊU MINH TỐC VÀ LAM. BÀI FEAT NÀY HAY QUÁ HAI ANH CHỊ ƠI,5,2024-10-28T09:45:05Z,0
@lyly123-h2e,Z1D26z9l8y8,"Bài tiếp theo ""Tại sao vì sao giờ sao chẳng ra làm sao"".. Da LAB hay teaser bài hát mới cuối mỗi bài phải hông ta",0,2024-10-28T04:23:51Z,1
@ucle1810,Z1D26z9l8y8,❤❤❤🫡,0,2024-10-27T16:54:51Z,0
@AnhĐứcTrần-n5l,Z1D26z9l8y8,Cảm ơn dalab một lần nữa cho mình nhớ lại những kỉ niệm đẹp lần ấy 😢 những kỉ niệm mà bgio chẳng thể nào có được,0,2024-10-27T15:52:20Z,0
@vinhphuc8774,Z1D26z9l8y8,h,0,2024-10-27T14:49:39Z,0
@nguyenvanan4935,Z1D26z9l8y8,"cảm giác như nghe nhạc anime lời tiếng việt, nm nhạc hay",1,2024-10-27T14:40:57Z,0
@khocthue,Z1D26z9l8y8,"2:15 Nhưng trước mắt anh Văn Toàn thấy ký ức về em 
Wordplay đỉnh cao",1,2024-10-27T14:25:08Z,0
@Trang_New,Z1D26z9l8y8,Nam chính nhìn giống hồng đăng ghia 😮,0,2024-10-27T12:25:19Z,0
@baovuduy5039,Z1D26z9l8y8,những bài hát của dalab trong lyric đều chất chứa trong đó 1 phần câu chuyện của mình cũng như lời mình muốn nói với người ấy...,2,2024-10-27T10:05:00Z,0
@kalimbaVietNam,Z1D26z9l8y8,Hayyyy quaaas,0,2024-10-27T09:51:14Z,0
@ngocanh_03-x1f,Z1D26z9l8y8,"Bài hát thật giống cảm xúc của mình, mình đã replay hàng nghìn lần. Mình yêu cô ấy khi mới chỉ 17, giờ cô ấy đã ra trường và ổn định phần nào, mình vẫn xoay vòng trong cuộc sống của chàng sinh viên năm cuối. Chỉ trách anh không kịp trưởng thành để yêu được em. Hi vọng có duyên có nợ , đi một vòng thế giới cũng có ngày tương phùng.",34,2024-10-27T09:04:56Z,4
@lehongsang5749,Z1D26z9l8y8,"Đã từng trong giai đoạn này.....tôi và cô ấy thương nhau trong lúc cả 2 đang bắp bên trong cuộc sống, định hướng và suy nghĩ của cả 2 đều khác nhau không tìm được điểm chung,nên quyết định dừng trong im lặng, bay giờ thì chúng tôi đã ổn với sự lựa chọn của chính mình, chúng tôi vẫn luôn trân trọng và dõi theo nhau trong cuộc sống......😮",0,2024-10-27T07:34:37Z,0
@Trust_or_trust,Z1D26z9l8y8,sự thật thì đây là nhóm VPop tinh tế nhất=)),2,2024-10-27T06:58:31Z,0
@hokfainem,Z1D26z9l8y8,"""Âm nhạc trong bài hát này thật sự là một kiệt tác nghệ thuật, một hành trình đưa người nghe vào những cảm xúc sâu lắng và phong phú. Từng nốt nhạc được sắp xếp một cách tinh tế, như những mảnh ghép hoàn hảo trong một bức tranh lớn, tạo nên một giai điệu cuốn hút, lôi cuốn và khó quên. Lời ca không chỉ là những câu từ đơn giản mà là những suy tư sâu sắc, phản ánh những khía cạnh tinh tế của cuộc sống, khiến tôi phải dừng lại và suy ngẫm.

Khi nghe, tôi như được lạc vào một thế giới mới, nơi mọi cảm xúc đều được chạm đến—từ niềm vui rực rỡ đến nỗi buồn nhẹ nhàng, tất cả đều hòa quyện trong một tổng thể hoàn mỹ. Sự kết hợp giữa giai điệu, âm thanh và cảm xúc mang lại một trải nghiệm nghe nhạc tuyệt vời, khiến tôi không thể ngừng quay lại nghe lại. Đây thực sự là một tác phẩm nghệ thuật độc đáo, phản ánh tài năng phi thường và sự sáng tạo vô hạn của người nghệ sĩ, để lại dấu ấn sâu đậm trong trái tim người nghe.""",0,2024-10-27T06:26:40Z,0
@Sylph2912,Z1D26z9l8y8,Có ai thấy giống bài Taka koe hitotsu ko ạ? :))),0,2024-10-27T04:32:40Z,0
@halinh4015,Z1D26z9l8y8,Nghe đi nghe lại không biết bao nhiêu lần rồi. Mà mỗi lần nghe cứ nổi da gà lên phải nói là đỉnh của nóc ❤❤❤,0,2024-10-27T04:31:08Z,0
@raineerainy8210,Z1D26z9l8y8,"“Yêu nhau mấy năm, lúc nào cũng có nhau mà hôm nay em cưới người khác, mai, người anh cưới cũng không phải em”",0,2024-10-27T03:37:30Z,0
@tolamaianh_hi,Z1D26z9l8y8,cảm xúc dâng trào khi đọc cmt,0,2024-10-27T02:45:07Z,0
@trmeomeoo,Z1D26z9l8y8,"2:12. 27/10/2024

hiện tại, em là một học sinh cuối cấp 3. vô tình bài này nổi lên trong giai đoạn mông lung nhất của cuộc đời em, cái giai đoạn mà đã đến lúc mình phải tự quyết định mọi thứ. em biết đã đến lúc mình ""phải"" lớn rồi, nhưng chẳng thích tí nào. em đang tận hưởng năm cuối cấp trước khi khép lại 12 năm đèn sách, dù trường lớp đôi lúc vui đôi lúc không, dù trượt aim ielts, dù toán học mãi không hiểu gì, dù bạn bè đôi lúc dở dở ương ương khiến mình khó chịu, dù mẹ hay cằn nhằn việc học... nhưng tất cả rồi sẽ trở thành kỉ niệm để nhớ mãi. 

cảm ơn dalab, chị minh tốc và anh lam đã viết nên ""bầu trời mới"" để em càng trân trọng phút giây này hơn, để em cảm thấy những lần bất lực khi điểm kém sẽ chỉ là một vấp ngã nhỏ trong cuộc đời. ""em giờ đã có bầu trời mới, mọi chuyện sẽ qua thôi"", không biết mai sau em sẽ thế nào, nhưng em đã và đang trân trọng khoảng thời gian này lắm. đi được 800 ngày nắng rồi, mọi kí ức, kỉ niệm, mối quan hệ sẽ dần phai đi trong 200 ngày nữa. rồi chúng ta sẽ chỉ ""kịp cúi chào nhau"" khi gặp lại, không còn được ngồi tán ngẫu nhưng câu chuyện trên trời dưới đất mà vô lo nghĩ nữa. tiếc thật đấy. 


vậy thôi, cảm ơn cmt youtube đã giúp em giải tỏa những nỗi lòng này.",0,2024-10-26T19:19:50Z,0
@trungthinhlee,Z1D26z9l8y8,Vừa nghe đã thấm cũng vừa suy,0,2024-10-26T19:13:59Z,0
@linh7836,Z1D26z9l8y8,Bài hát hay thật,0,2024-10-26T18:42:09Z,0
@HoàiPhươngNguyễn-s4c,Z1D26z9l8y8,quá đỉnh,0,2024-10-26T15:57:00Z,0
@kiendo208,Z1D26z9l8y8,7M đi nào mọi người,0,2024-10-26T15:50:42Z,0
@caominhang8077,Z1D26z9l8y8,"Thấy người ta ai cũng có đôi có cặp bình luận trong video này mà mình ước gì mình cũng có một tình yêu như thế. Đối với mình, mình đã dành cả thanh xuân cho việc học và đến giờ vẫn chưa có mối tình nào vắt vai. Nhiều khi nhìn người khác đau buồn vì thất tình mà ước gì mình có thể trải nghiệm tình yêu một lần.",18,2024-10-26T15:45:56Z,1
@vinhphuc8774,Z1D26z9l8y8,g,0,2024-10-26T15:30:50Z,0
@kiendo208,Z1D26z9l8y8,Thích đoạn 0:35 quá ❤❤❤,0,2024-10-26T15:01:37Z,0
@thuphuong755,Z1D26z9l8y8,"thích Da LAB quá đi 
nhạc mấy chú càng nghe càng cuốn 
cư mà chú thỏ, chú thơm, chú long chú cào dạo này đẹp trai quá",1,2024-10-26T14:43:50Z,0
@TrangNgo-fr1bj,Z1D26z9l8y8,❤❤❤,0,2024-10-26T12:29:58Z,0
@nguyenson6731,Z1D26z9l8y8,"Một bầu trời mới cho Da LAB 
Một bầu trời mới cho Cào
Và Một bầu trời mới cho Mình",1,2024-10-26T09:33:28Z,0
@tnhxuaan,Z1D26z9l8y8,sock đoạn cuối thật,0,2024-10-26T06:28:08Z,0
@Dungmin1506,Z1D26z9l8y8,Văn Toàn đưa m đến đây,0,2024-10-26T05:19:03Z,0
@duongthanhtam6048,Z1D26z9l8y8,"Cô ấy giờ cũng yên ấm bên bạn đời, có mỗi tôi vẫn đang tìm cách thoát ra khỏi những con quán quen, những câu chuyện, những kỷ niệm",17,2024-10-26T00:22:06Z,0
@EriK1997HN,Z1D26z9l8y8,7M nào,0,2024-10-25T23:35:34Z,0
@duyanh1926,Z1D26z9l8y8,Nữ chính na ná người yêu cũ của tui làm cái mv càng xem càng thấm,0,2024-10-25T21:01:48Z,0
@tamwhite2505,Z1D26z9l8y8,Bài hát rất...,0,2024-10-25T18:03:21Z,0
@ThinhNguyen-lo2mi,Z1D26z9l8y8,"BÁC SĨ "" BẠN CHỈ SỐNG ĐƯỢC 4 PHÚT, BẠN MUỐN LÀM JI ''
TÔI "" TÔI MUỐN NGHE BẦU TRỜI MỚI ""'
BÁC SĨ "" NHƯNG NÓ 5 PHÚT LẬN ''
CHÚA '' TA CHO PHÉP ''",1,2024-10-25T17:02:09Z,0
@tuydantranvo5136,Z1D26z9l8y8,"Chưa bao giờ em nghe giai điệu nào mà nó da diết như thế này, kiểu một bài hát mà bao nhiêu ký ức nó hiện lên trong đầu luôn. Nói có vẻ như bị khùng mà mấy lần đầu em nghe trúng bài này mà nước mắt nước mũi nó cứ tèm lem, cảm ơn người bạn đồng hành cùng em khoảng thời gian sinh viên để em có thể cảm nhạc được như thế này hihi.
Ngoài lề, hổm nghe bài này khóc “bầu trời mới” của em hỏi sao buồn cái em nói nào anh với em đứt gánh thì anh nhớ vào đây tìm comment của em nha, nhưng em mong là em sẽ hong comment lần hai vào bài này 🤣",2,2024-10-25T16:34:58Z,0
@viethung1251,Z1D26z9l8y8,Công nhận là DaLAB cứ mời chị nào hát là lu mờ bài đấy,0,2024-10-25T15:52:58Z,0
@toanlehuu6594,Z1D26z9l8y8,.,0,2024-10-25T15:49:59Z,0
@HieuTrong-st7cd,Z1D26z9l8y8,đánh  dấu 1 kỉ niệm gần 20 chục năm đóng góp với nhau = 1 chiếc mv đầy cảm xú với ý nghĩa,3,2024-10-25T14:52:34Z,0
@phaminhhieu7014,Z1D26z9l8y8,Wow jsol với dj mie cao bất ngờ,0,2024-10-25T14:29:40Z,0
@BinhMinhTran-tm8gj,Z1D26z9l8y8,Da LAB là tuổi thơ của em em mong dù nhóm đã tan rã nhưng sẽ là tuổi thơ của em em cảm ơn các anh,0,2024-10-25T13:43:59Z,0
@22.tongthinu21,Z1D26z9l8y8,"anh nam chính trong MV đẹp trai quá, anh Long",0,2024-10-25T13:23:11Z,0
@vlhtrang5121,Z1D26z9l8y8,"nghe vừa rộn ràng vừa mún khóc zậy
T^T",1,2024-10-25T10:33:38Z,0
@QuynhNhu-lw7jn,Z1D26z9l8y8,1:59,0,2024-10-25T10:24:02Z,0
@thaianhpham1651,Z1D26z9l8y8,"MV làm mình nhớ đến phim La La Land rất nhiều, có lẽ vì mình thấy ánh mắt hai người nam nữ ấy chạm nhau. Cảnh hai người nằm bên nhau trong căn phòng đầy sao, có thể là hồi ức màu hồng thời còn thơ ngây, nhưng mình muốn tin đó là kí ức không có thật của chàng trai. Một thế giới hoang đường nơi chúng mình không cách xa, mà cùng nhau đến nơi bầu trời mới.",0,2024-10-25T10:07:11Z,0
@nguyenquoc338,Z1D26z9l8y8,Cho mình xin thông tin của nữ chính với ạ. Thanks !,0,2024-10-25T08:30:40Z,0
@duxjnk312,Z1D26z9l8y8,"hay quá da diết quá trời lun, đoạn giọng nữ vang lên mình như muốn khóc á. move on cũng lâu rồi nhưng nghe vẫn thấy bồi hồi xao xuyến làm sao! em đã có bầu trời mới, 1 bầu trời có mình em nhưng em vẫn cảm thấy đủ và hạnh phúc! chúc em luôn vững tin và hạnh phúcc",0,2024-10-25T07:30:59Z,0
@HaiPham-lq8mt,Z1D26z9l8y8,cảm ơn bạn đã dành những thứ tốt đẹp cho tôi. Bớt khóc và hãy sống thật hạnh phúc nhé !,0,2024-10-25T07:11:02Z,0
@huyenhuyentran9035,Z1D26z9l8y8,Hay quá,0,2024-10-25T05:50:09Z,0
@kiendo208,Z1D26z9l8y8,Bài này cuốn quá ❤❤❤,0,2024-10-25T04:45:20Z,0
@kieutrangtruong959,Z1D26z9l8y8,Nghe hơi hướng nhạc Nhật quá nhỉ? sẽ nhiều fan Nhật lắm đây. Nhưng hay quá nhaaaaaaaaaaaaaaaaaaaaaaa,0,2024-10-25T03:39:43Z,0
@tuanbui1041,Z1D26z9l8y8,sao mình nghe có khúc giống one piece nhỉ,0,2024-10-25T01:18:44Z,0
@2lstone,Z1D26z9l8y8,Chorus cuốn thật.,0,2024-10-24T23:46:26Z,0
@namnguyennhu6418,Z1D26z9l8y8,"nếu cậu đọc được cmt này, thì Nguyễn Ngọc Quỳnh Anh à, phải thật hạnh phúc nghe chưa, cảm ơn vì đã yêu thương tớ năm tớ 17, tớ yêu cậu và mãi mãi sẽ để giành 1 vị trí đặc biệt cho cậu trong tim",0,2024-10-24T21:56:51Z,0
@quytruong3587,Z1D26z9l8y8,ghiền,0,2024-10-24T18:58:59Z,0
@namchicken1731,Z1D26z9l8y8,tht sự quá hay luôn nghe mà ngỡ như coi pokemon 😍😍,0,2024-10-24T16:56:26Z,0
